id,id href,dark,notice,notice 2,notice 3,notice 4,ProblemRating
1387C,https://codeforces.com/problemset/problem/1387/C,,*special problem,dp,shortest paths,string suffix structures,2900
1387B2,https://codeforces.com/problemset/problem/1387/B2,Village (Maximum),*special problem,dfs and similar,trees,,2500
1387B1,https://codeforces.com/problemset/problem/1387/B1,,*special problem,dp,greedy,trees,2100
1387A,https://codeforces.com/problemset/problem/1387/A,Graph,*special problem,binary search,dfs and similar,dp,2100
1386C,https://codeforces.com/problemset/problem/1386/C,,*special problem,bitmasks,data structures,divide and conquer,2800
1386B,https://codeforces.com/problemset/problem/1386/B,Mixture,*special problem,data structures,geometry,math,2900
1386A,https://codeforces.com/problemset/problem/1386/A,,*special problem,binary search,constructive algorithms,interactive,2700
1385G,https://codeforces.com/problemset/problem/1385/G,Columns Swaps,2-sat,dfs and similar,dsu,graphs,2300
1385F,https://codeforces.com/problemset/problem/1385/F,,data structures,greedy,implementation,trees,2300
1385E,https://codeforces.com/problemset/problem/1385/E,Directing Edges,constructive algorithms,dfs and similar,graphs,,2000
1385D,https://codeforces.com/problemset/problem/1385/D,,bitmasks,brute force,divide and conquer,dp,1500
1385C,https://codeforces.com/problemset/problem/1385/C,Make It Good,greedy,,,,1200
1385B,https://codeforces.com/problemset/problem/1385/B,,greedy,,,,800
1385A,https://codeforces.com/problemset/problem/1385/A,Three Pairwise Maximums,math,,,,800
1384B2,https://codeforces.com/problemset/problem/1384/B2,,constructive algorithms,dp,greedy,implementation,2200
1384B1,https://codeforces.com/problemset/problem/1384/B1,Koa and the Beach (Easy Version),brute force,dp,greedy,,1900
1384A,https://codeforces.com/problemset/problem/1384/A,,constructive algorithms,greedy,strings,,1200
1383F,https://codeforces.com/problemset/problem/1383/F,Special Edges,flows,graphs,,,3200
1383E,https://codeforces.com/problemset/problem/1383/E,,combinatorics,data structures,dp,,2800
1383D,https://codeforces.com/problemset/problem/1383/D,Rearrange,brute force,constructive algorithms,graphs,greedy,2800
1383C,https://codeforces.com/problemset/problem/1383/C,,bitmasks,dp,graphs,trees,3100
1383B,https://codeforces.com/problemset/problem/1383/B,GameGame,bitmasks,constructive algorithms,dp,games,1900
1383A,https://codeforces.com/problemset/problem/1383/A,,dsu,graphs,greedy,sortings,1700
1382B,https://codeforces.com/problemset/problem/1382/B,Sequential Nim,dp,games,,,1100
1382A,https://codeforces.com/problemset/problem/1382/A,,brute force,,,,800
1381E,https://codeforces.com/problemset/problem/1381/E,Origami,geometry,math,sortings,,3300
1381D,https://codeforces.com/problemset/problem/1381/D,,dfs and similar,dp,greedy,trees,3000
1381C,https://codeforces.com/problemset/problem/1381/C,Mastermind,constructive algorithms,graph matchings,greedy,implementation,2500
1381B,https://codeforces.com/problemset/problem/1381/B,,dp,,,,1800
1381A2,https://codeforces.com/problemset/problem/1381/A2,Prefix Flip (Hard Version),constructive algorithms,data structures,implementation,strings,1700
1381A1,https://codeforces.com/problemset/problem/1381/A1,,constructive algorithms,data structures,strings,,1300
1380G,https://codeforces.com/problemset/problem/1380/G,Circular Dungeon,greedy,math,probabilities,,2600
1380F,https://codeforces.com/problemset/problem/1380/F,,data structures,dp,matrices,,2600
1380E,https://codeforces.com/problemset/problem/1380/E,Merging Towers,data structures,dsu,implementation,trees,2300
1380D,https://codeforces.com/problemset/problem/1380/D,,constructive algorithms,greedy,implementation,math,2000
1380C,https://codeforces.com/problemset/problem/1380/C,Create The Teams,brute force,dp,greedy,implementation,1400
1380B,https://codeforces.com/problemset/problem/1380/B,,greedy,,,,1400
1380A,https://codeforces.com/problemset/problem/1380/A,Three Indices,brute force,data structures,,,900
1379F2,https://codeforces.com/problemset/problem/1379/F2,,data structures,divide and conquer,,,2800
1379F1,https://codeforces.com/problemset/problem/1379/F1,Chess Strikes Back (easy version),binary search,data structures,,,2700
1379E,https://codeforces.com/problemset/problem/1379/E,,constructive algorithms,divide and conquer,dp,math,2800
1379D,https://codeforces.com/problemset/problem/1379/D,New Passenger Trams,binary search,brute force,data structures,sortings,2300
1379C,https://codeforces.com/problemset/problem/1379/C,,binary search,brute force,data structures,dfs and similar,2000
1379B,https://codeforces.com/problemset/problem/1379/B,Dubious Cyrpto,binary search,brute force,math,number theory,1500
1379A,https://codeforces.com/problemset/problem/1379/A,,brute force,implementation,strings,,1500
1375I,https://codeforces.com/problemset/problem/1375/I,Cubic Lattice,geometry,math,matrices,number theory,3500
1375H,https://codeforces.com/problemset/problem/1375/H,,constructive algorithms,divide and conquer,,,3300
1375G,https://codeforces.com/problemset/problem/1375/G,Tree Modification,brute force,constructive algorithms,dfs and similar,graph matchings,2800
1375F,https://codeforces.com/problemset/problem/1375/F,,constructive algorithms,games,interactive,math,2600
1375E,https://codeforces.com/problemset/problem/1375/E,Inversion SwapSort,constructive algorithms,greedy,sortings,,2500
1375D,https://codeforces.com/problemset/problem/1375/D,,brute force,constructive algorithms,sortings,,1900
1375C,https://codeforces.com/problemset/problem/1375/C,Element Extermination,constructive algorithms,data structures,greedy,,1400
1375B,https://codeforces.com/problemset/problem/1375/B,,constructive algorithms,greedy,,,1200
1375A,https://codeforces.com/problemset/problem/1375/A,Sign Flipping,constructive algorithms,math,,,1100
1374F,https://codeforces.com/problemset/problem/1374/F,,brute force,constructive algorithms,implementation,sortings,2400
1374E2,https://codeforces.com/problemset/problem/1374/E2,Reading Books (hard version),data structures,greedy,implementation,sortings,2500
1374E1,https://codeforces.com/problemset/problem/1374/E1,,data structures,greedy,sortings,,1600
1374D,https://codeforces.com/problemset/problem/1374/D,Zero Remainder Array,math,sortings,two pointers,,1400
1374C,https://codeforces.com/problemset/problem/1374/C,,greedy,strings,,,1000
1374B,https://codeforces.com/problemset/problem/1374/B,"Multiply by 2, divide by 6",math,,,,900
1374A,https://codeforces.com/problemset/problem/1374/A,,math,,,,800
1373G,https://codeforces.com/problemset/problem/1373/G,Pawns,data structures,divide and conquer,greedy,,2600
1373F,https://codeforces.com/problemset/problem/1373/F,,binary search,constructive algorithms,data structures,greedy,2400
1373E,https://codeforces.com/problemset/problem/1373/E,Sum of Digits,brute force,constructive algorithms,dp,greedy,2200
1373D,https://codeforces.com/problemset/problem/1373/D,,divide and conquer,dp,greedy,implementation,1600
1373C,https://codeforces.com/problemset/problem/1373/C,Pluses and Minuses,math,,,,1300
1373B,https://codeforces.com/problemset/problem/1373/B,,games,,,,900
1373A,https://codeforces.com/problemset/problem/1373/A,Donut Shops,greedy,implementation,math,,1000
1372F,https://codeforces.com/problemset/problem/1372/F,,binary search,divide and conquer,interactive,,2700
1372E,https://codeforces.com/problemset/problem/1372/E,Omkar and Last Floor,dp,greedy,two pointers,,2900
1372D,https://codeforces.com/problemset/problem/1372/D,,brute force,dp,games,greedy,2100
1372C,https://codeforces.com/problemset/problem/1372/C,Omkar and Baseball,constructive algorithms,math,,,1500
1372B,https://codeforces.com/problemset/problem/1372/B,,greedy,math,number theory,,1300
1372A,https://codeforces.com/problemset/problem/1372/A,Omkar and Completion,constructive algorithms,implementation,,,800
1371F,https://codeforces.com/problemset/problem/1371/F,,data structures,divide and conquer,implementation,,2800
1371E2,https://codeforces.com/problemset/problem/1371/E2,Asterism (Hard Version),binary search,combinatorics,dp,math,2300
1371E1,https://codeforces.com/problemset/problem/1371/E1,,binary search,brute force,combinatorics,math,1900
1371D,https://codeforces.com/problemset/problem/1371/D,Grid-00100,constructive algorithms,greedy,implementation,,1600
1371C,https://codeforces.com/problemset/problem/1371/C,,greedy,implementation,math,,1300
1371B,https://codeforces.com/problemset/problem/1371/B,Magical Calendar,math,,,,1200
1371A,https://codeforces.com/problemset/problem/1371/A,,math,,,,800
1370F2,https://codeforces.com/problemset/problem/1370/F2,The Hidden Pair (Hard Version),binary search,dfs and similar,graphs,interactive,2700
1370F1,https://codeforces.com/problemset/problem/1370/F1,,binary search,dfs and similar,graphs,interactive,2400
1370E,https://codeforces.com/problemset/problem/1370/E,Binary Subsequence Rotation,binary search,constructive algorithms,data structures,greedy,2100
1370D,https://codeforces.com/problemset/problem/1370/D,,binary search,dp,dsu,greedy,2000
1370C,https://codeforces.com/problemset/problem/1370/C,Number Game,games,math,number theory,,1400
1370B,https://codeforces.com/problemset/problem/1370/B,,constructive algorithms,math,number theory,,1100
,,,,,,,
1370A,https://codeforces.com/problemset/problem/1370/A,Maximum GCD,greedy,implementation,math,number theory,800
1369F,https://codeforces.com/problemset/problem/1369/F,,dfs and similar,dp,games,,2700
1369E,https://codeforces.com/problemset/problem/1369/E,DeadLee,data structures,dfs and similar,greedy,implementation,2400
1369D,https://codeforces.com/problemset/problem/1369/D,,dp,graphs,greedy,math,1900
1369C,https://codeforces.com/problemset/problem/1369/C,RationalLee,greedy,math,sortings,two pointers,1400
1369B,https://codeforces.com/problemset/problem/1369/B,,greedy,implementation,strings,,1200
1369A,https://codeforces.com/problemset/problem/1369/A,FashionabLee,geometry,math,,,800
1368H2,https://codeforces.com/problemset/problem/1368/H2,,,,,,3500
1368H1,https://codeforces.com/problemset/problem/1368/H1,Breadboard Capacity (easy version),dp,flows,greedy,,3300
1368G,https://codeforces.com/problemset/problem/1368/G,,data structures,geometry,graphs,trees,3200
1368F,https://codeforces.com/problemset/problem/1368/F,Lamps on a Circle,games,implementation,interactive,math,2600
1368E,https://codeforces.com/problemset/problem/1368/E,,constructive algorithms,graphs,greedy,,2500
1368D,https://codeforces.com/problemset/problem/1368/D,"AND, OR and square sum",bitmasks,greedy,math,,1700
1368C,https://codeforces.com/problemset/problem/1368/C,,constructive algorithms,,,,1500
1368B,https://codeforces.com/problemset/problem/1368/B,Codeforces Subsequences,brute force,constructive algorithms,greedy,math,1500
1368A,https://codeforces.com/problemset/problem/1368/A,,brute force,greedy,implementation,math,800
1367F2,https://codeforces.com/problemset/problem/1367/F2,Flying Sort (Hard Version),binary search,data structures,dp,greedy,2400
1367F1,https://codeforces.com/problemset/problem/1367/F1,,dp,greedy,two pointers,,2100
1367E,https://codeforces.com/problemset/problem/1367/E,Necklace Assembly,brute force,dfs and similar,dp,graphs,1900
1367D,https://codeforces.com/problemset/problem/1367/D,,constructive algorithms,greedy,implementation,sortings,1800
1367C,https://codeforces.com/problemset/problem/1367/C,Social Distance,constructive algorithms,greedy,math,,1300
1367B,https://codeforces.com/problemset/problem/1367/B,,greedy,math,,,800
1367A,https://codeforces.com/problemset/problem/1367/A,Short Substrings,implementation,strings,,,800
1366G,https://codeforces.com/problemset/problem/1366/G,,data structures,dp,strings,,2700
1366F,https://codeforces.com/problemset/problem/1366/F,Jog Around The Graph,binary search,dp,geometry,graphs,2700
1366E,https://codeforces.com/problemset/problem/1366/E,,binary search,brute force,combinatorics,constructive algorithms,2100
1366D,https://codeforces.com/problemset/problem/1366/D,Two Divisors,constructive algorithms,math,number theory,,2000
1366C,https://codeforces.com/problemset/problem/1366/C,,greedy,math,,,1500
1366B,https://codeforces.com/problemset/problem/1366/B,Shuffle,math,two pointers,,,1300
1366A,https://codeforces.com/problemset/problem/1366/A,,binary search,greedy,math,,1100
1365G,https://codeforces.com/problemset/problem/1365/G,Secure Password,bitmasks,combinatorics,constructive algorithms,interactive,2800
1365F,https://codeforces.com/problemset/problem/1365/F,,constructive algorithms,implementation,sortings,,2100
1365E,https://codeforces.com/problemset/problem/1365/E,Maximum Subsequence Value,brute force,constructive algorithms,,,1900
1365D,https://codeforces.com/problemset/problem/1365/D,,constructive algorithms,dfs and similar,dsu,graphs,1700
1365C,https://codeforces.com/problemset/problem/1365/C,Rotation Matching,constructive algorithms,data structures,greedy,implementation,1400
1365B,https://codeforces.com/problemset/problem/1365/B,,constructive algorithms,implementation,,,1300
1365A,https://codeforces.com/problemset/problem/1365/A,Matrix Game,games,greedy,implementation,,1100
1364E,https://codeforces.com/problemset/problem/1364/E,,bitmasks,constructive algorithms,divide and conquer,interactive,2700
1364D,https://codeforces.com/problemset/problem/1364/D,Ehab's Last Corollary,constructive algorithms,dfs and similar,graphs,greedy,2100
1364C,https://codeforces.com/problemset/problem/1364/C,,brute force,constructive algorithms,greedy,,1600
1364B,https://codeforces.com/problemset/problem/1364/B,Most socially-distanced subsequence,greedy,two pointers,,,1300
1364A,https://codeforces.com/problemset/problem/1364/A,,brute force,data structures,number theory,two pointers,1200
1363F,https://codeforces.com/problemset/problem/1363/F,Rotating Substrings,dp,strings,,,2600
1363E,https://codeforces.com/problemset/problem/1363/E,,dfs and similar,dp,greedy,trees,2000
1363D,https://codeforces.com/problemset/problem/1363/D,Guess The Maximums,binary search,implementation,interactive,math,2100
1363C,https://codeforces.com/problemset/problem/1363/C,,games,trees,,,1600
1363B,https://codeforces.com/problemset/problem/1363/B,Subsequence Hate,implementation,strings,,,1400
1363A,https://codeforces.com/problemset/problem/1363/A,,brute force,implementation,math,,1200
